Date,Open,High,Low,Close,Adj Close,Volume
2019-07-15,248,254.419998,244.860001,253.5,253.5,11000100
2019-07-16,249.300003,253.529999,247.929993,252.380005,252.380005,8149000
2019-07-17,255.669998,258.309998,253.350006,254.860001,254.860001,9764700
2019-07-18,255.050003,255.75,251.889999,253.539993,253.539993,4764500
